Date,Year,Month,MonthName,MonthFullName,Quarter,QuarterNum,YearMonth,YearQuarter,WeekDay,DayOfYear,IsWeekend
2020-11-05,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Thursday,310,0
2020-11-06,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Friday,311,0
2020-11-07,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Saturday,312,1
2020-11-08,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Sunday,313,1
2020-11-09,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Monday,314,0
2020-11-10,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Tuesday,315,0
2020-11-11,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Wednesday,316,0
2020-11-12,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Thursday,317,0
2020-11-13,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Friday,318,0
2020-11-14,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Saturday,319,1
2020-11-15,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Sunday,320,1
2020-11-16,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Monday,321,0
2020-11-17,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Tuesday,322,0
2020-11-18,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Wednesday,323,0
2020-11-19,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Thursday,324,0
2020-11-20,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Friday,325,0
2020-11-21,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Saturday,326,1
2020-11-22,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Sunday,327,1
2020-11-23,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Monday,328,0
2020-11-24,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Tuesday,329,0
2020-11-25,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Wednesday,330,0
2020-11-26,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Thursday,331,0
2020-11-27,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Friday,332,0
2020-11-28,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Saturday,333,1
2020-11-29,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Sunday,334,1
2020-11-30,2020,11,Nov,November,Q4,4,2020-11,2020-Q4,Monday,335,0
2020-12-01,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Tuesday,336,0
2020-12-02,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Wednesday,337,0
2020-12-03,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Thursday,338,0
2020-12-04,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Friday,339,0
2020-12-05,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Saturday,340,1
2020-12-06,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Sunday,341,1
2020-12-07,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Monday,342,0
2020-12-08,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Tuesday,343,0
2020-12-09,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Wednesday,344,0
2020-12-10,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Thursday,345,0
2020-12-11,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Friday,346,0
2020-12-12,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Saturday,347,1
2020-12-13,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Sunday,348,1
2020-12-14,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Monday,349,0
2020-12-15,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Tuesday,350,0
2020-12-16,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Wednesday,351,0
2020-12-17,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Thursday,352,0
2020-12-18,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Friday,353,0
2020-12-19,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Saturday,354,1
2020-12-20,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Sunday,355,1
2020-12-21,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Monday,356,0
2020-12-22,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Tuesday,357,0
2020-12-23,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Wednesday,358,0
2020-12-24,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Thursday,359,0
2020-12-25,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Friday,360,0
2020-12-26,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Saturday,361,1
2020-12-27,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Sunday,362,1
2020-12-28,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Monday,363,0
2020-12-29,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Tuesday,364,0
2020-12-30,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Wednesday,365,0
2020-12-31,2020,12,Dec,December,Q4,4,2020-12,2020-Q4,Thursday,366,0
2021-01-01,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Friday,1,0
2021-01-02,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Saturday,2,1
2021-01-03,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Sunday,3,1
2021-01-04,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Monday,4,0
2021-01-05,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Tuesday,5,0
2021-01-06,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Wednesday,6,0
2021-01-07,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Thursday,7,0
2021-01-08,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Friday,8,0
2021-01-09,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Saturday,9,1
2021-01-10,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Sunday,10,1
2021-01-11,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Monday,11,0
2021-01-12,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Tuesday,12,0
2021-01-13,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Wednesday,13,0
2021-01-14,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Thursday,14,0
2021-01-15,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Friday,15,0
2021-01-16,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Saturday,16,1
2021-01-17,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Sunday,17,1
2021-01-18,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Monday,18,0
2021-01-19,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Tuesday,19,0
2021-01-20,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Wednesday,20,0
2021-01-21,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Thursday,21,0
2021-01-22,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Friday,22,0
2021-01-23,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Saturday,23,1
2021-01-24,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Sunday,24,1
2021-01-25,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Monday,25,0
2021-01-26,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Tuesday,26,0
2021-01-27,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Wednesday,27,0
2021-01-28,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Thursday,28,0
2021-01-29,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Friday,29,0
2021-01-30,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Saturday,30,1
2021-01-31,2021,1,Jan,January,Q1,1,2021-01,2021-Q1,Sunday,31,1
2021-02-01,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Monday,32,0
2021-02-02,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Tuesday,33,0
2021-02-03,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Wednesday,34,0
2021-02-04,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Thursday,35,0
2021-02-05,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Friday,36,0
2021-02-06,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Saturday,37,1
2021-02-07,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Sunday,38,1
2021-02-08,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Monday,39,0
2021-02-09,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Tuesday,40,0
2021-02-10,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Wednesday,41,0
2021-02-11,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Thursday,42,0
2021-02-12,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Friday,43,0
2021-02-13,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Saturday,44,1
2021-02-14,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Sunday,45,1
2021-02-15,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Monday,46,0
2021-02-16,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Tuesday,47,0
2021-02-17,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Wednesday,48,0
2021-02-18,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Thursday,49,0
2021-02-19,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Friday,50,0
2021-02-20,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Saturday,51,1
2021-02-21,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Sunday,52,1
2021-02-22,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Monday,53,0
2021-02-23,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Tuesday,54,0
2021-02-24,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Wednesday,55,0
2021-02-25,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Thursday,56,0
2021-02-26,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Friday,57,0
2021-02-27,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Saturday,58,1
2021-02-28,2021,2,Feb,February,Q1,1,2021-02,2021-Q1,Sunday,59,1
2021-03-01,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Monday,60,0
2021-03-02,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Tuesday,61,0
2021-03-03,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Wednesday,62,0
2021-03-04,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Thursday,63,0
2021-03-05,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Friday,64,0
2021-03-06,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Saturday,65,1
2021-03-07,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Sunday,66,1
2021-03-08,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Monday,67,0
2021-03-09,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Tuesday,68,0
2021-03-10,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Wednesday,69,0
2021-03-11,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Thursday,70,0
2021-03-12,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Friday,71,0
2021-03-13,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Saturday,72,1
2021-03-14,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Sunday,73,1
2021-03-15,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Monday,74,0
2021-03-16,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Tuesday,75,0
2021-03-17,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Wednesday,76,0
2021-03-18,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Thursday,77,0
2021-03-19,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Friday,78,0
2021-03-20,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Saturday,79,1
2021-03-21,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Sunday,80,1
2021-03-22,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Monday,81,0
2021-03-23,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Tuesday,82,0
2021-03-24,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Wednesday,83,0
2021-03-25,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Thursday,84,0
2021-03-26,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Friday,85,0
2021-03-27,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Saturday,86,1
2021-03-28,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Sunday,87,1
2021-03-29,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Monday,88,0
2021-03-30,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Tuesday,89,0
2021-03-31,2021,3,Mar,March,Q1,1,2021-03,2021-Q1,Wednesday,90,0
2021-04-01,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Thursday,91,0
2021-04-02,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Friday,92,0
2021-04-03,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Saturday,93,1
2021-04-04,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Sunday,94,1
2021-04-05,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Monday,95,0
2021-04-06,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Tuesday,96,0
2021-04-07,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Wednesday,97,0
2021-04-08,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Thursday,98,0
2021-04-09,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Friday,99,0
2021-04-10,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Saturday,100,1
2021-04-11,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Sunday,101,1
2021-04-12,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Monday,102,0
2021-04-13,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Tuesday,103,0
2021-04-14,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Wednesday,104,0
2021-04-15,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Thursday,105,0
2021-04-16,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Friday,106,0
2021-04-17,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Saturday,107,1
2021-04-18,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Sunday,108,1
2021-04-19,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Monday,109,0
2021-04-20,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Tuesday,110,0
2021-04-21,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Wednesday,111,0
2021-04-22,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Thursday,112,0
2021-04-23,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Friday,113,0
2021-04-24,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Saturday,114,1
2021-04-25,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Sunday,115,1
2021-04-26,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Monday,116,0
2021-04-27,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Tuesday,117,0
2021-04-28,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Wednesday,118,0
2021-04-29,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Thursday,119,0
2021-04-30,2021,4,Apr,April,Q2,2,2021-04,2021-Q2,Friday,120,0
2021-05-01,2021,5,May,May,Q2,2,2021-05,2021-Q2,Saturday,121,1
2021-05-02,2021,5,May,May,Q2,2,2021-05,2021-Q2,Sunday,122,1
2021-05-03,2021,5,May,May,Q2,2,2021-05,2021-Q2,Monday,123,0
2021-05-04,2021,5,May,May,Q2,2,2021-05,2021-Q2,Tuesday,124,0
2021-05-05,2021,5,May,May,Q2,2,2021-05,2021-Q2,Wednesday,125,0
2021-05-06,2021,5,May,May,Q2,2,2021-05,2021-Q2,Thursday,126,0
2021-05-07,2021,5,May,May,Q2,2,2021-05,2021-Q2,Friday,127,0
2021-05-08,2021,5,May,May,Q2,2,2021-05,2021-Q2,Saturday,128,1
2021-05-09,2021,5,May,May,Q2,2,2021-05,2021-Q2,Sunday,129,1
2021-05-10,2021,5,May,May,Q2,2,2021-05,2021-Q2,Monday,130,0
2021-05-11,2021,5,May,May,Q2,2,2021-05,2021-Q2,Tuesday,131,0
2021-05-12,2021,5,May,May,Q2,2,2021-05,2021-Q2,Wednesday,132,0
2021-05-13,2021,5,May,May,Q2,2,2021-05,2021-Q2,Thursday,133,0
2021-05-14,2021,5,May,May,Q2,2,2021-05,2021-Q2,Friday,134,0
2021-05-15,2021,5,May,May,Q2,2,2021-05,2021-Q2,Saturday,135,1
2021-05-16,2021,5,May,May,Q2,2,2021-05,2021-Q2,Sunday,136,1
2021-05-17,2021,5,May,May,Q2,2,2021-05,2021-Q2,Monday,137,0
2021-05-18,2021,5,May,May,Q2,2,2021-05,2021-Q2,Tuesday,138,0
2021-05-19,2021,5,May,May,Q2,2,2021-05,2021-Q2,Wednesday,139,0
2021-05-20,2021,5,May,May,Q2,2,2021-05,2021-Q2,Thursday,140,0
2021-05-21,2021,5,May,May,Q2,2,2021-05,2021-Q2,Friday,141,0
2021-05-22,2021,5,May,May,Q2,2,2021-05,2021-Q2,Saturday,142,1
2021-05-23,2021,5,May,May,Q2,2,2021-05,2021-Q2,Sunday,143,1
2021-05-24,2021,5,May,May,Q2,2,2021-05,2021-Q2,Monday,144,0
2021-05-25,2021,5,May,May,Q2,2,2021-05,2021-Q2,Tuesday,145,0
2021-05-26,2021,5,May,May,Q2,2,2021-05,2021-Q2,Wednesday,146,0
2021-05-27,2021,5,May,May,Q2,2,2021-05,2021-Q2,Thursday,147,0
2021-05-28,2021,5,May,May,Q2,2,2021-05,2021-Q2,Friday,148,0
2021-05-29,2021,5,May,May,Q2,2,2021-05,2021-Q2,Saturday,149,1
2021-05-30,2021,5,May,May,Q2,2,2021-05,2021-Q2,Sunday,150,1
2021-05-31,2021,5,May,May,Q2,2,2021-05,2021-Q2,Monday,151,0
2021-06-01,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Tuesday,152,0
2021-06-02,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Wednesday,153,0
2021-06-03,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Thursday,154,0
2021-06-04,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Friday,155,0
2021-06-05,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Saturday,156,1
2021-06-06,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Sunday,157,1
2021-06-07,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Monday,158,0
2021-06-08,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Tuesday,159,0
2021-06-09,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Wednesday,160,0
2021-06-10,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Thursday,161,0
2021-06-11,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Friday,162,0
2021-06-12,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Saturday,163,1
2021-06-13,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Sunday,164,1
2021-06-14,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Monday,165,0
2021-06-15,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Tuesday,166,0
2021-06-16,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Wednesday,167,0
2021-06-17,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Thursday,168,0
2021-06-18,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Friday,169,0
2021-06-19,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Saturday,170,1
2021-06-20,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Sunday,171,1
2021-06-21,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Monday,172,0
2021-06-22,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Tuesday,173,0
2021-06-23,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Wednesday,174,0
2021-06-24,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Thursday,175,0
2021-06-25,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Friday,176,0
2021-06-26,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Saturday,177,1
2021-06-27,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Sunday,178,1
2021-06-28,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Monday,179,0
2021-06-29,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Tuesday,180,0
2021-06-30,2021,6,Jun,June,Q2,2,2021-06,2021-Q2,Wednesday,181,0
2021-07-01,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Thursday,182,0
2021-07-02,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Friday,183,0
2021-07-03,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Saturday,184,1
2021-07-04,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Sunday,185,1
2021-07-05,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Monday,186,0
2021-07-06,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Tuesday,187,0
2021-07-07,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Wednesday,188,0
2021-07-08,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Thursday,189,0
2021-07-09,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Friday,190,0
2021-07-10,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Saturday,191,1
2021-07-11,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Sunday,192,1
2021-07-12,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Monday,193,0
2021-07-13,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Tuesday,194,0
2021-07-14,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Wednesday,195,0
2021-07-15,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Thursday,196,0
2021-07-16,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Friday,197,0
2021-07-17,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Saturday,198,1
2021-07-18,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Sunday,199,1
2021-07-19,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Monday,200,0
2021-07-20,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Tuesday,201,0
2021-07-21,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Wednesday,202,0
2021-07-22,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Thursday,203,0
2021-07-23,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Friday,204,0
2021-07-24,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Saturday,205,1
2021-07-25,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Sunday,206,1
2021-07-26,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Monday,207,0
2021-07-27,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Tuesday,208,0
2021-07-28,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Wednesday,209,0
2021-07-29,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Thursday,210,0
2021-07-30,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Friday,211,0
2021-07-31,2021,7,Jul,July,Q3,3,2021-07,2021-Q3,Saturday,212,1
2021-08-01,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Sunday,213,1
2021-08-02,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Monday,214,0
2021-08-03,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Tuesday,215,0
2021-08-04,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Wednesday,216,0
2021-08-05,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Thursday,217,0
2021-08-06,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Friday,218,0
2021-08-07,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Saturday,219,1
2021-08-08,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Sunday,220,1
2021-08-09,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Monday,221,0
2021-08-10,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Tuesday,222,0
2021-08-11,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Wednesday,223,0
2021-08-12,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Thursday,224,0
2021-08-13,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Friday,225,0
2021-08-14,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Saturday,226,1
2021-08-15,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Sunday,227,1
2021-08-16,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Monday,228,0
2021-08-17,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Tuesday,229,0
2021-08-18,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Wednesday,230,0
2021-08-19,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Thursday,231,0
2021-08-20,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Friday,232,0
2021-08-21,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Saturday,233,1
2021-08-22,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Sunday,234,1
2021-08-23,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Monday,235,0
2021-08-24,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Tuesday,236,0
2021-08-25,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Wednesday,237,0
2021-08-26,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Thursday,238,0
2021-08-27,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Friday,239,0
2021-08-28,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Saturday,240,1
2021-08-29,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Sunday,241,1
2021-08-30,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Monday,242,0
2021-08-31,2021,8,Aug,August,Q3,3,2021-08,2021-Q3,Tuesday,243,0
2021-09-01,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Wednesday,244,0
2021-09-02,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Thursday,245,0
2021-09-03,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Friday,246,0
2021-09-04,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Saturday,247,1
2021-09-05,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Sunday,248,1
2021-09-06,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Monday,249,0
2021-09-07,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Tuesday,250,0
2021-09-08,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Wednesday,251,0
2021-09-09,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Thursday,252,0
2021-09-10,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Friday,253,0
2021-09-11,2021,9,Sep,September,Q3,3,2021-09,2021-Q3,Saturday,254,1
